Epoch,Training Loss,Validation MRR,Learning Rate
1,43770.123081144215,0,0.001
2,25553.553763174525,0,0.001
3,18480.912293263817,0,0.001
4,15645.848796010789,0,0.001
5,13640.509299787238,0,0.001
6,12024.96302126332,0,0.001
7,10524.546908162925,0,0.001
8,9237.672407059363,0,0.001
9,8127.483951893569,0,0.001
10,7088.794085788337,0,0.001
11,6288.217710601222,0,0.001
12,5571.478307088651,0,0.001
13,5058.518187977636,0,0.001
14,4596.663733095804,0,0.001
15,4304.57634776997,0,0.001
16,3992.792499355755,0,0.001
17,3706.2656736064846,0,0.001
18,3432.505025541015,0,0.001
19,3292.8137742348094,0,0.001
20,3114.921040231655,0,0.001
21,3019.3471896493893,0.2850283086299896,0.001
22,2899.7293092796376,0.2850283086299896,0.001
23,2875.246800381071,0.2850283086299896,0.001
24,2814.8742664669803,0.2850283086299896,0.001
25,2744.355889318069,0.2850283086299896,0.001
26,2670.0176702608333,0.2850283086299896,0.001
27,2598.3328619139684,0.2850283086299896,0.001
28,2607.428650070761,0.2850283086299896,0.001
29,2580.4838420513197,0.2850283086299896,0.001
30,2448.8440841996903,0.2850283086299896,0.001
31,2514.351591845609,0.2850283086299896,0.001
32,2490.165930955629,0.2850283086299896,0.001
33,2494.0968674927753,0.2850283086299896,0.001
34,2414.0080181558606,0.2850283086299896,0.001
35,2386.6221132927762,0.2850283086299896,0.001
36,2391.557416572342,0.2850283086299896,0.001
37,2332.9007558307862,0.2850283086299896,0.001
38,2374.5386936208733,0.2850283086299896,0.001
39,2369.8950762285012,0.2850283086299896,0.001
40,2350.4588437157468,0.2850283086299896,0.001
41,2347.4851190631066,0.33304354548454285,0.001
42,2316.62047933731,0.33304354548454285,0.001
43,2336.0280630233297,0.33304354548454285,0.001
44,2311.3063076698368,0.33304354548454285,0.001
45,2330.616878995587,0.33304354548454285,0.001
46,2281.2872081584323,0.33304354548454285,0.001
47,2277.0325153203853,0.33304354548454285,0.001
48,2287.6619694168257,0.33304354548454285,0.001
49,2252.590665219703,0.33304354548454285,0.001
50,2332.898259378033,0.33304354548454285,0.001
51,2288.194288634108,0.33304354548454285,0.001
52,2308.70024356628,0.33304354548454285,0.001
53,2244.319132303726,0.33304354548454285,0.001
54,2271.423057789459,0.33304354548454285,0.001
55,2244.196929525783,0.33304354548454285,0.001
56,2217.1207819152255,0.33304354548454285,0.001
57,2271.46934162752,0.33304354548454285,0.001
58,2276.225641565488,0.33304354548454285,0.001
59,2288.914583376858,0.33304354548454285,0.001
60,2225.3431480146196,0.33304354548454285,0.001
61,2239.6541279375315,0.3156020939350128,0.001
62,2238.140889235972,0.3156020939350128,0.001
63,2212.203075450851,0.3156020939350128,0.001
64,2293.7853670901136,0.3156020939350128,0.001
65,2233.72731339665,0.3156020939350128,0.001
66,2255.932310718632,0.3156020939350128,0.001
67,2203.7325199544953,0.3156020939350128,0.001
68,2229.671342277237,0.3156020939350128,0.001
69,2247.25930305382,0.3156020939350128,0.001
70,2225.436775466016,0.3156020939350128,0.001
71,2266.528475686338,0.3156020939350128,0.001
72,2207.64001167525,0.3156020939350128,0.001
73,2243.197948145923,0.3156020939350128,0.001
74,2196.1720023140138,0.3156020939350128,0.001
75,2197.2933449519305,0.3156020939350128,0.001
76,2221.5571834769576,0.3156020939350128,0.001
77,2236.4756987854876,0.3156020939350128,0.001
78,2235.355489805492,0.3156020939350128,0.001
79,2202.9062899154596,0.3156020939350128,0.001
80,2226.8955250093754,0.3156020939350128,0.001
CHECKPOINT RESTART,CHECKPOINT RESTART,CHECKPOINT RESTART,CHECKPOINT RESTART
79,2209.245645867579,0,0.001
80,2227.7449468831737,0,0.001
81,2172.2977928713435,0.3252459168434143,0.001
82,2235.7659384850417,0.3252459168434143,0.001
83,2201.42432225249,0.3252459168434143,0.001
84,2211.2659395214064,0.3252459168434143,0.001
85,2168.0669841060444,0.3252459168434143,0.001
86,2155.892659356897,0.3252459168434143,0.001
87,2208.9469713649432,0.3252459168434143,0.001
88,2171.6036594974603,0.3252459168434143,0.001
89,2219.5741638237164,0.3252459168434143,0.001
90,2169.3536444440147,0.3252459168434143,0.001
91,2195.5273066624527,0.3252459168434143,0.001
92,2186.5203901540963,0.3252459168434143,0.001
93,2199.810034720923,0.3252459168434143,0.001
CHECKPOINT RESTART,CHECKPOINT RESTART,CHECKPOINT RESTART,CHECKPOINT RESTART
93,2083.8993248842653,0,0.001
94,2064.7523740823144,0,0.001
95,2063.267011946311,0,0.001
96,2098.3183112249535,0,0.001
97,2055.7682530759466,0,0.001
98,2120.4297617058633,0,0.001
99,2035.2332949101067,0,0.001
100,2105.1543472589806,0,0.001
101,2039.9926588399915,0.3197000324726105,0.001
102,2117.795678301564,0.3197000324726105,0.001
103,2077.761358723414,0.3197000324726105,0.001
104,2122.2554100747916,0.3197000324726105,0.001
105,2080.1053240986294,0.3197000324726105,0.001
106,2120.8225926459236,0.3197000324726105,0.001
